date,distance,beta_angle_sun,derived_beta_angle_sun,sma,inc,ecc,raan,aop,lv,x_list,y_list,z_list,v_x_list,v_y_list,v_z_list,der_sma,der_x_list,der_y_list,der_z_list,der_v_x_list,der_v_y_list,der_v_z_list,seed_hd_list,der_hd_list
2025-10-14 00:00:00,732.623229375292,22.065950764893877,22.607049459640102,399807529.4797769,97.75321929312976,0.05130547358717478,357.65090386248403,159.20967519676495,-25.504144643240153,-4837493.1673654495,-482596.74760616233,4997899.189998897,-5436.603269069364,928.4082522403006,-5176.541962487439,399807529.4797769,-5333499.449566703,-340356.23584985273,4477820.15653141,-4855.498314808861,1023.9527290801716,-5709.084776669457,True,False
2025-10-15 00:00:00,687.0591521543665,22.048039775389814,22.58905345772411,399806054.43310446,97.75322082779587,0.05503710653433707,358.630290020211,157.55380446466745,-68.74640141064098,135141.31393988602,-944302.0129850708,6909973.975902469,-7557.190069752199,158.54750425817068,162.6307901063598,399806054.43310446,-551267.9889179317,-920285.3725643341,6892204.662684941,-7532.771860363123,329.3391715033692,-565.1650842906447,True,False
2025-10-16 00:00:00,641.2299513516748,22.03139618831935,22.57231128020614,399804574.69007415,97.7532223528861,0.058722276174429086,359.609688751424,155.89871454523595,-111.95972611706708,5031210.093803246,-686456.9021407622,4790020.368781917,-5242.126600050244,-698.904874845527,5395.459533033583,399804574.69007415,4566528.0869101295,-785673.3897503304,5220604.357762787,-5718.016780490617,-574.0386679902646,4905.197589194103,True,False
2025-10-17 00:00:00,592.7067368718326,22.016091448474054,22.556894923009427,399803075.1551008,97.75322380709102,0.06235689402690535,0.589100029511356,154.24278396845142,-155.14240462534792,6983277.96160208,87459.23593936463,-114987.22142355342,132.46275335661798,-1017.1775636035675,7480.541536776468,399803075.1551008,6969563.288937881,-57761.76100630826,459489.9719732555,-504.68919652421044,-1016.5212263930821,7464.790827431641,True,False
2025-10-18 00:00:00,537.4770566638064,22.00219343183914,22.5428729597028,399801580.29884076,97.75322532788176,0.06594116640941203,1.5685239698020412,-207.41320689813864,161.70505572842754,4861380.768677265,807449.5347051409,-4950952.262956621,5419.61036716155,-563.3676115563326,5225.83635538875,399801580.29884076,5232560.307014902,715665.5200077741,-4573218.187970685,5001.801775659415,-675.433613012684,5614.010272765621,True,False
2025-10-19 00:00:00,478.48319472514595,21.989767054158854,22.53031099542118,399800065.79320246,97.75322678292292,0.0694683135885468,2.5479606322670993,-209.0690862878993,118.5825740473709,-86256.4186763037,938977.6875820438,-6917916.668104776,7545.628907380971,343.35407098132674,-55.591117500715654,399800065.79320246,391835.9832830171,954376.3668094767,-6906224.640855417,7536.8350945728735,201.89495034683125,447.614050912764,True,False
2025-10-20 00:00:00,420.6769163371672,21.978874717058222,22.519272073199634,399798551.51707965,97.75322827968705,0.0729385126114174,3.527410030738534,-210.72515732892785,75.49066019217702,-4972017.024165972,359113.84165771573,-4879435.060191588,5276.133356617335,1049.8854864721502,-5312.297979681094,399798551.51707965,-4674124.802626656,460159.7744175923,-5158753.895499924,5592.241566289932,971.4217248847056,-4993.171932278448,True,False
2025-10-21 00:00:00,360.3595125250803,21.96957651463919,22.509817014750865,399797033.3301652,97.75322977411832,0.07634604636889553,4.506872220449784,-212.3801666604892,32.42807495003931,-6948528.228383477,-545561.1537118771,-15658.020098025561,-68.50526423003816,1018.5458402587055,-7497.382693864725,399797033.3301652,-6947994.824423771,-431662.2047739809,-357543.5611470319,314.5420890001037,1043.4161949408074,-7487.231326916978,True,False
2025-10-22 00:00:00,290.33338186842104,21.96193052764885,22.502004723997167,399795489.10532,97.75323117053182,0.07968848318439031,5.486347315493641,145.9643102039504,-10.603215064291481,-4869825.702051202,-1131643.4823534172,4853876.456403576,-5364.300599200065,214.43878185674737,-5334.7167458013655,399795489.10532,-5073290.580021632,-1074065.538473004,4654928.482203946,-5147.06642831371,312.5370179892861,-5539.847868340946,True,False
2025-10-23 00:00:00,214.67699170102682,21.95599333379213,22.495892418700446,399793955.9851942,97.75323262119102,0.0829659188571742,6.465835281408638,144.30917918243912,-53.604112983580166,36829.7036228209,-942334.5453929878,6907658.000691859,-7517.273864192707,-840.5051655514453,-83.48720555488762,399793955.9851942,-176793.9355340217,-963021.1239733401,6902839.595786837,-7522.447072390744,-737.5494155379554,-304.3812097173768,True,False
2025-10-24 00:00:00,146.93697537416003,21.951819870458582,22.491535896615186,399792400.97893137,97.75323398758704,0.08617302117925296,7.445336212184892,142.6533571119231,-96.57334980371982,4902624.56738592,-41283.81869397103,4966665.063965535,-5297.785636976616,-1406.5968770323739,5201.921359948792,399792400.97893137,4809777.8364751665,-111845.44325248583,5056057.549281448,-5409.357240717057,-1353.258471442281,5100.117596584998,True,False
2025-10-25 00:00:00,90.63312164532859,21.94946385224657,22.48898964132493,399790863.25778574,97.7532354583574,0.0893092578940911,8.424850167910476,140.99790720370933,-139.5118509464173,6911885.562323324,1000938.9859245577,165528.723652369,-36.956246026836425,-1034.6969973260989,7477.8214150111025,399790863.25778574,6921371.4533814285,927118.6530517789,217248.5367278515,-103.0053412583161,-1041.6123673792067,7475.87716612216,True,False
2025-10-26 00:00:00,52.91763814716632,21.94897784359629,22.488306966320938,399789299.8556215,97.75323680795849,0.09236888413701305,9.404377091312778,-220.6580574256864,177.58120175497973,4931765.192894281,1469458.61637798,-4728932.944635522,5205.611734464432,108.42527751224998,5461.823863987704,399789299.8556215,4925929.3747368045,1421579.235826444,-4750699.537651162,5228.527176322266,64.73384860914746,5439.921597648454,True,False
2025-10-27 00:00:00,105.53621893531346,21.950413228551707,22.489540087333985,399787747.0260439,97.75323822396095,0.09535365745712916,10.383917062876934,-222.31405919983212,134.7056083677894,133245.80722901784,981608.5762546514,-6915198.335298456,7426.691522528534,1316.4708234984594,320.9637544938107,399787747.0260439,29806.92858031788,961204.5173669367,-6919885.154258967,7440.149578136799,1261.8113886344263,198.05365828083222,True,False
2025-10-28 00:00:00,199.76832124027882,21.953820431562086,22.492740199394223,399786194.489504,97.7532396812871,0.09826008134373979,11.363470048533488,-223.96814809928065,91.85915076021371,-4707927.621686012,-231612.40467339347,-5145306.119000406,5370.995953101987,1775.4448960848085,-5011.9205942306,399786194.489504,-4853550.066325901,-232547.70862273767,-5008555.941688697,5236.388177044605,1716.6008331515295,-5172.329048709831,True,False
2025-10-29 00:00:00,295.237168778543,21.95924900899676,22.497957606950937,399784649.52489305,97.75324114526138,0.10108570563689478,12.343035970453945,-225.62327378961677,49.044850111430286,-6807689.495000874,-1429666.7934127552,-430548.3761904256,233.20989809778757,1094.068142955749,-7483.766738906981,399784649.52489305,-6825146.113752533,-1405372.6131820674,-136830.74802172347,-71.35757730065916,1027.6142472740464,-7496.644380993735,True,False
2025-10-30 00:00:00,387.40829286025865,21.966747787837306,22.50524197081872,399783108.6887147,97.75324262961284,0.10382734586448834,13.32261480979534,132.7224795201538,6.260575616078093,-4973473.000991264,-1811175.3441417003,4527131.568172751,-5012.049592117597,-394.70403350467365,-5661.80388377404,399783108.6887147,-4722775.172912,-1742155.268018839,4814310.978063561,-5313.242836688332,-453.6716617729869,-5375.317595511599,True,False
2025-10-31 00:00:00,484.13535699057127,21.976365187139216,22.514642639923462,399781558.9567536,97.75324404374466,0.1064812679514437,14.302206635229465,131.0678424921602,-36.492285981924574,-292167.0442563195,-1041534.4124345393,6882598.44134015,-7332.005247634503,-1786.3003436431113,-590.0443930444465,399781558.9567536,177053.44514008728,-924301.3721124097,6904406.478294776,-7353.555455785313,-1790.4577204208547,-60.47928062202686,True,False
2025-11-01 00:00:00,588.5898903078264,21.98814998118499,22.52620923972508,399780009.6674759,97.75324546864283,0.10904695655621426,15.281811446055475,129.41321568385462,-79.21402999246389,4516232.351801473,486872.5886083973,5293151.995012469,-5422.222393951191,-2159.8879981358095,4806.393919776856,399780009.6674759,4933397.226888394,607505.7301008386,4895837.042940492,-5004.880241442501,-2058.2986589352454,5278.013102268124,True,False
2025-11-02 00:00:00,695.8635129061496,22.002151401445325,22.539992311882106,399778364.09513134,97.75324663748712,0.1115191633769775,16.261429675861695,127.75774531972664,-121.90293877015486,6698510.34939974,1856985.3679562183,683249.0262976764,-443.7042781552673,-1185.1236127394814,7443.6452826055165,399778364.09513134,6725416.891540231,1892609.6129243625,-11180.9411969434,276.0138282167977,-980.0921544925004,7479.707868106056,True,False
2025-11-03 00:00:00,803.6903191804932,22.018420426044273,22.55604408957988,399776687.95230645,97.75324772396081,0.11389922541537599,17.241061767422188,126.10215177241416,-164.55842701556566,5049921.866521665,2182124.880290076,-4313673.912002126,4719.885000020293,630.6597699840297,5850.949654083997,399776687.95230645,4530023.431328046,2055939.8285711184,-4913424.75939657,5328.513128121139,847.9391756228242,5270.817697182962,True,False
2025-11-04 00:00:00,916.1454592882709,22.03701028866166,22.574418941260653,399775005.73974097,97.7532487738876,0.11618329497124107,18.22070799466967,-235.55329535549623,152.8196621628969,559533.9732605126,1168759.685176435,-6868826.345547656,7148.496967657664,2216.6548903517996,952.3901818748127,399775005.73974097,-311400.6479199291,890339.8321093767,-6926078.189377484,7187.749787109512,2294.0907909573907,-37.17956228349067,True,False
